CoC Number,CoC Name,Year,Attribute Name,Value,Year - Text
IL-520,Southern Illinois CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,34,2014
IL-520,Southern Illinois CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,28,2014
IL-520,Southern Illinois CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,142,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Chronically Homeless,37,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,173,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Homeless Individuals,319,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Homeless People in Families,173,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,9,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,0,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,483,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Total Homeless,492,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,0,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,9,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Homeless Veterans,67,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,3,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,3,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,34,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,34,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,0,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,67,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,37,2014
IN-500,South Bend/Mishawaka/St. Joseph County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,310,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Chronically Homeless,328,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,1300,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Homeless Individuals,2279,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Homeless People in Families,1310,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,310,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,31,2014
MI-501,Detroit CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,2473,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,3269,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Total Homeless,3589,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,34,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,320,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Homeless Veterans,292,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,2,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,80,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,78,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,32,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,248,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,216,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,10,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,261,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,294,2014
IN-502,Indiana Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,1969,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Chronically Homeless,231,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,535,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Homeless Individuals,1355,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Homeless People in Families,535,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,74,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,7,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,1816,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Total Homeless,1890,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,20,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,74,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Homeless Veterans,366,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,28,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,28,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,20,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,203,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,183,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,0,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,359,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,211,2014
IN-503,Indianapolis CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,1281,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Chronically Homeless,53,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,116,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Homeless Individuals,143,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Homeless People in Families,119,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,43,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,10,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,216,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Total Homeless,262,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,0,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,46,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Homeless Veterans,51,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,26,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,26,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,27,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,27,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,3,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,41,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,53,2014
KS-501,Kansas City/Wyandotte County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,100,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Chronically Homeless,107,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,189,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Homeless Individuals,442,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Homeless People in Families,189,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,83,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,17,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,548,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Total Homeless,631,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,0,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,83,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Homeless Veterans,62,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,27,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,27,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,80,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,80,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,0,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,45,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,107,2014
KS-502,Wichita/Sedgwick County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,359,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Chronically Homeless,75,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,184,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Homeless Individuals,232,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Homeless People in Families,184,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,31,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,0,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,385,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Total Homeless,416,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,18,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,31,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Homeless Veterans,66,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,14,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,14,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,18,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,61,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,43,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,0,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,66,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,57,2014
KS-503,Topeka/Shawnee County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,201,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Chronically Homeless,6,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,140,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Homeless Individuals,24,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Homeless People in Families,143,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,4,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,0,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,160,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Total Homeless,167,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,4,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,7,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Homeless Veterans,1,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,2,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,3,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,1,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,2,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,3,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,1,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,3,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,1,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,2,2014
KS-505,Overland Park/Shawnee/Johnson County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,20,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Chronically Homeless,79,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,610,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Homeless Individuals,692,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Homeless People in Families,615,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,77,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,10,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,1225,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Total Homeless,1307,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,8,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,82,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Homeless Veterans,213,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,38,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,38,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,8,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,41,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,33,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,5,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,203,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,71,2014
KS-507,Kansas Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,615,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Chronically Homeless,300,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,680,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Homeless Individuals,1267,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Homeless People in Families,962,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,388,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,12,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,1559,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Total Homeless,2229,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,59,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,670,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Homeless Veterans,179,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,36,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,140,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,104,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,23,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,160,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,137,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,282,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,167,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,241,2014
KY-500,Kentucky Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,879,2014
KY-501,Louisville/Jefferson County CoC,01/01/2014 12:00:00 AM,Chronically Homeless,208,2014
